order_id,order_date,ship_date,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
ORD-100044,1/2/2022 20:00,1/3/2022 20:00,4547,Customer_44,Consumer,India,Hyderabad,MH,West,231,Furniture,Binders,Product_D,1777.13,9,0.02,22.84
ORD-100045,1/2/2022 21:00,1/3/2022 21:00,3747,Customer_45,Consumer,India,Delhi,DL,West,462,Technology,Storage,Product_B,3877.28,3,0.22,1250.88
ORD-100046,1/2/2022 22:00,1/3/2022 22:00,1975,Customer_46,Consumer,India,Hyderabad,MH,South,107,Technology,Phones,Product_A,560.95,8,0.26,-356.38
ORD-100047,1/2/2022 23:00,1/3/2022 23:00,2806,Customer_47,Home Office,India,Chennai,KA,South,233,Furniture,Binders,Product_C,4361.77,7,0.26,1933.1
ORD-100048,1/3/2022 0:00,1/4/2022 0:00,1189,Customer_48,Corporate,India,Chennai,DL,South,480,Furniture,Binders,Product_A,3914.32,4,0.43,1962.49
ORD-100049,1/3/2022 1:00,1/4/2022 1:00,4005,Customer_49,Consumer,India,Hyderabad,MH,North,483,Furniture,Binders,Product_D,2652.74,9,0.49,1412.23
ORD-100050,1/3/2022 2:00,1/4/2022 2:00,3734,Customer_50,Consumer,India,Chennai,MH,South,408,Office Supplies,Storage,Product_A,4123.06,7,0.22,1967.57
ORD-100051,1/3/2022 3:00,1/4/2022 3:00,4005,Customer_51,Consumer,India,Bangalore,KA,West,474,Technology,Phones,Product_B,3366.45,8,0.08,140.28
ORD-100052,1/3/2022 4:00,1/4/2022 4:00,1562,Customer_52,Corporate,India,Chennai,MH,South,291,Office Supplies,Storage,Product_A,2805.91,8,0.19,136.58
ORD-100053,1/3/2022 5:00,1/4/2022 5:00,2899,Customer_53,Corporate,India,Hyderabad,KA,North,190,Office Supplies,Binders,Product_C,4735.4,3,0.36,1672.35
ORD-100054,1/3/2022 6:00,1/4/2022 6:00,4638,Customer_54,Home Office,India,Hyderabad,TS,West,348,Furniture,Binders,Product_B,738.3,7,0.29,1018.76
ORD-100055,1/3/2022 7:00,1/4/2022 7:00,2267,Customer_55,Corporate,India,Hyderabad,KA,East,351,Office Supplies,Storage,Product_D,4965.54,8,0.04,1307.71
ORD-100056,1/3/2022 8:00,1/4/2022 8:00,3879,Customer_56,Home Office,India,Mumbai,TN,South,162,Office Supplies,Binders,Product_A,856.72,3,0.1,-465.47
ORD-100057,1/3/2022 9:00,1/4/2022 9:00,2528,Customer_57,Home Office,India,Mumbai,MH,South,315,Furniture,Binders,Product_A,2452.86,9,0.35,659.64
ORD-100058,1/3/2022 10:00,1/4/2022 10:00,4202,Customer_58,Home Office,India,Mumbai,TS,East,233,Furniture,Chairs,Product_D,1233.91,4,0.35,195.86
ORD-100059,1/3/2022 11:00,1/4/2022 11:00,4556,Customer_59,Home Office,India,Mumbai,DL,West,206,Furniture,Binders,Product_D,1432.38,7,0.3,-115.04
ORD-100060,1/3/2022 12:00,1/4/2022 12:00,4890,Customer_60,Home Office,India,Mumbai,TN,South,260,Technology,Storage,Product_A,3195.98,8,0.15,796.98
ORD-100061,1/3/2022 13:00,1/4/2022 13:00,1646,Customer_61,Consumer,India,Mumbai,DL,North,357,Technology,Phones,Product_D,270.08,8,0.08,192.21
ORD-100062,1/3/2022 14:00,1/4/2022 14:00,3068,Customer_62,Corporate,India,Mumbai,TN,West,115,Office Supplies,Phones,Product_B,4709.66,5,0.11,858.52
ORD-100063,1/3/2022 15:00,1/4/2022 15:00,3888,Customer_63,Consumer,India,Hyderabad,TS,South,457,Office Supplies,Storage,Product_C,1470.15,7,0.4,-304.5
ORD-100064,1/3/2022 16:00,1/4/2022 16:00,3214,Customer_64,Home Office,India,Delhi,TS,West,474,Technology,Storage,Product_B,1435.41,8,0.24,1494.29
ORD-100065,1/3/2022 17:00,1/4/2022 17:00,2297,Customer_65,Corporate,India,Mumbai,TS,South,158,Office Supplies,Binders,Product_A,4331.46,2,0.18,1873.9
ORD-100066,1/3/2022 18:00,1/4/2022 18:00,3435,Customer_66,Consumer,India,Hyderabad,TN,East,108,Furniture,Storage,Product_B,3847.7,4,0.07,1073.49
ORD-100067,1/3/2022 19:00,1/4/2022 19:00,1600,Customer_67,Consumer,India,Delhi,KA,South,296,Technology,Storage,Product_A,3391.44,6,0.2,-143.04
ORD-100068,1/3/2022 20:00,1/4/2022 20:00,3363,Customer_68,Home Office,India,Mumbai,DL,West,216,Office Supplies,Binders,Product_B,817.16,9,0.21,1372.69
ORD-100069,1/3/2022 21:00,1/4/2022 21:00,3061,Customer_69,Consumer,India,Delhi,KA,South,109,Office Supplies,Chairs,Product_A,3871.12,2,0.44,1695.92
ORD-100070,1/3/2022 22:00,1/4/2022 22:00,1241,Customer_70,Consumer,India,Delhi,KA,South,449,Office Supplies,Chairs,Product_D,1867.75,7,0.47,416.19
ORD-100071,1/3/2022 23:00,1/4/2022 23:00,3041,Customer_71,Consumer,India,Bangalore,MH,West,106,Technology,Binders,Product_B,4970.05,2,0.42,784.43
ORD-100072,1/4/2022 0:00,1/5/2022 0:00,3824,Customer_72,Consumer,India,Chennai,DL,South,448,Technology,Chairs,Product_A,3389.12,2,0.19,-340.79
ORD-100073,1/4/2022 1:00,1/5/2022 1:00,4417,Customer_73,Consumer,India,Bangalore,TN,South,293,Technology,Chairs,Product_D,4195.88,1,0.28,869.2
ORD-100074,1/4/2022 2:00,1/5/2022 2:00,3612,Customer_74,Home Office,India,Delhi,MH,West,222,Furniture,Binders,Product_A,3695.55,9,0.42,-381.33
ORD-100075,1/4/2022 3:00,1/5/2022 3:00,3945,Customer_75,Home Office,India,Hyderabad,MH,East,162,Office Supplies,Chairs,Product_B,3011.77,6,0.03,380.25
ORD-100076,1/4/2022 4:00,1/5/2022 4:00,2363,Customer_76,Consumer,India,Mumbai,TS,North,103,Office Supplies,Storage,Product_B,3609.96,2,0.27,195.74
ORD-100077,1/4/2022 5:00,1/5/2022 5:00,3139,Customer_77,Home Office,India,Chennai,TN,North,383,Furniture,Chairs,Product_A,3027.67,4,0.2,-42.66
ORD-100078,1/4/2022 6:00,1/5/2022 6:00,2390,Customer_78,Home Office,India,Mumbai,KA,North,427,Technology,Chairs,Product_D,350.87,4,0.19,1632.55
ORD-100079,1/4/2022 7:00,1/5/2022 7:00,4003,Customer_79,Corporate,India,Hyderabad,KA,North,349,Technology,Storage,Product_C,1793.06,7,0.18,1008.61
ORD-100080,1/4/2022 8:00,1/5/2022 8:00,2478,Customer_80,Consumer,India,Chennai,KA,North,229,Technology,Storage,Product_A,1650.45,7,0.32,1195.17
ORD-100081,1/4/2022 9:00,1/5/2022 9:00,4499,Customer_81,Home Office,India,Bangalore,TS,North,174,Furniture,Phones,Product_A,3598.47,4,0.21,730.81
ORD-100082,1/4/2022 10:00,1/5/2022 10:00,3556,Customer_82,Home Office,India,Delhi,KA,West,428,Office Supplies,Binders,Product_C,2923.25,5,0.16,1368.7
ORD-100083,1/4/2022 11:00,1/5/2022 11:00,1775,Customer_83,Consumer,India,Hyderabad,DL,West,457,Furniture,Phones,Product_A,3091.4,9,0.28,425.28
ORD-100084,1/4/2022 12:00,1/5/2022 12:00,1034,Customer_84,Corporate,India,Delhi,KA,West,484,Office Supplies,Phones,Product_B,4250.21,6,0.19,603.43
ORD-100085,1/4/2022 13:00,1/5/2022 13:00,3253,Customer_85,Consumer,India,Delhi,KA,South,353,Office Supplies,Chairs,Product_B,2674,2,0.02,-291.96
ORD-100086,1/4/2022 14:00,1/5/2022 14:00,4152,Customer_86,Corporate,India,Mumbai,DL,East,422,Office Supplies,Storage,Product_D,1169.56,2,0.21,299.19
ORD-100087,1/4/2022 15:00,1/5/2022 15:00,2955,Customer_87,Consumer,India,Hyderabad,TS,East,266,Furniture,Phones,Product_C,160.95,3,0.1,-236.12
ORD-100088,1/4/2022 16:00,1/5/2022 16:00,2585,Customer_88,Consumer,India,Delhi,MH,North,300,Technology,Binders,Product_A,881.54,7,0.05,704.1
ORD-100089,1/4/2022 17:00,1/5/2022 17:00,4943,Customer_89,Consumer,India,Bangalore,TN,North,267,Technology,Phones,Product_B,249.84,2,0.44,1846.85
ORD-100090,1/4/2022 18:00,1/5/2022 18:00,4459,Customer_90,Consumer,India,Chennai,TS,West,383,Furniture,Chairs,Product_A,1261.62,1,0.35,1527.57
ORD-100091,1/4/2022 19:00,1/5/2022 19:00,4073,Customer_91,Corporate,India,Hyderabad,KA,East,447,Office Supplies,Phones,Product_C,3211.49,4,0.19,593.11
ORD-100092,1/4/2022 20:00,1/5/2022 20:00,2021,Customer_92,Corporate,India,Mumbai,MH,South,437,Furniture,Storage,Product_B,841.95,7,0.49,251.77
ORD-100093,1/4/2022 21:00,1/5/2022 21:00,4461,Customer_93,Home Office,India,Hyderabad,TN,South,150,Technology,Storage,Product_C,501.42,5,0.18,323.56
ORD-100094,1/4/2022 22:00,1/5/2022 22:00,3613,Customer_94,Consumer,India,Mumbai,TN,West,155,Furniture,Binders,Product_A,4857.19,7,0.12,681.64
ORD-100095,1/4/2022 23:00,1/5/2022 23:00,2129,Customer_95,Corporate,India,Chennai,TN,North,172,Office Supplies,Phones,Product_D,4984.83,7,0.24,107.06
ORD-100096,1/5/2022 0:00,1/6/2022 0:00,4843,Customer_96,Corporate,India,Bangalore,DL,East,381,Technology,Storage,Product_A,3221.42,7,0.47,345.35
ORD-100097,1/5/2022 1:00,1/6/2022 1:00,4893,Customer_97,Corporate,India,Delhi,DL,South,187,Office Supplies,Phones,Product_A,631.98,1,0.33,730.7
ORD-100098,1/5/2022 2:00,1/6/2022 2:00,2500,Customer_98,Consumer,India,Hyderabad,MH,North,151,Furniture,Phones,Product_C,4125.45,8,0.37,1602.66
ORD-100099,1/5/2022 3:00,1/6/2022 3:00,1702,Customer_99,Home Office,India,Mumbai,KA,East,224,Office Supplies,Storage,Product_B,2742.15,6,0.08,-261.57
ORD-100100,1/5/2022 4:00,1/6/2022 4:00,3449,Customer_100,Corporate,India,Chennai,MH,South,361,Furniture,Storage,Product_C,992.16,6,0.02,511.95
ORD-100101,1/5/2022 5:00,1/6/2022 5:00,3777,Customer_101,Consumer,India,Delhi,KA,North,472,Technology,Chairs,Product_B,2920.89,4,0.27,-23.99
ORD-100102,1/5/2022 6:00,1/6/2022 6:00,2579,Customer_102,Corporate,India,Chennai,TS,South,367,Technology,Chairs,Product_A,292.97,9,0.17,1092.58
ORD-100103,1/5/2022 7:00,1/6/2022 7:00,1161,Customer_103,Corporate,India,Bangalore,TN,North,162,Technology,Binders,Product_A,4865.11,9,0.02,926.77
ORD-100104,1/5/2022 8:00,1/6/2022 8:00,1201,Customer_104,Home Office,India,Delhi,TN,North,135,Office Supplies,Binders,Product_D,4147.23,6,0.45,943.16
ORD-100105,1/5/2022 9:00,1/6/2022 9:00,2981,Customer_105,Corporate,India,Delhi,DL,North,108,Furniture,Binders,Product_D,1377.81,9,0.01,831.89
ORD-100106,1/5/2022 10:00,1/6/2022 10:00,1995,Customer_106,Corporate,India,Delhi,TS,East,429,Furniture,Phones,Product_C,2152.67,1,0.01,1333.96
ORD-100107,1/5/2022 11:00,1/6/2022 11:00,3317,Customer_107,Consumer,India,Mumbai,TS,West,422,Furniture,Binders,Product_B,2036.89,7,0.15,-114.85
ORD-100108,1/5/2022 12:00,1/6/2022 12:00,4934,Customer_108,Consumer,India,Delhi,KA,North,340,Office Supplies,Storage,Product_D,4321.32,9,0.25,-35.49
ORD-100109,1/5/2022 13:00,1/6/2022 13:00,1815,Customer_109,Home Office,India,Chennai,TS,North,384,Furniture,Binders,Product_D,1837.71,5,0.23,1272.25
ORD-100110,1/5/2022 14:00,1/6/2022 14:00,4342,Customer_110,Consumer,India,Mumbai,DL,South,426,Technology,Phones,Product_A,335.1,6,0.18,-170.56
ORD-100111,1/5/2022 15:00,1/6/2022 15:00,1455,Customer_111,Consumer,India,Delhi,KA,South,189,Furniture,Chairs,Product_A,1151.98,6,0.43,1317.44
ORD-100112,1/5/2022 16:00,1/6/2022 16:00,4533,Customer_112,Home Office,India,Chennai,MH,East,363,Office Supplies,Phones,Product_C,1156.29,5,0.15,-88.94
ORD-100113,1/5/2022 17:00,1/6/2022 17:00,4798,Customer_113,Corporate,India,Chennai,KA,West,398,Technology,Storage,Product_C,4751.28,9,0.33,1978.94
ORD-100114,1/5/2022 18:00,1/6/2022 18:00,2275,Customer_114,Home Office,India,Hyderabad,MH,South,304,Technology,Binders,Product_B,4627.87,5,0.2,-387.18
ORD-100115,1/5/2022 19:00,1/6/2022 19:00,2016,Customer_115,Consumer,India,Chennai,KA,East,390,Office Supplies,Binders,Product_D,1572.91,3,0.19,1441.04
ORD-100116,1/5/2022 20:00,1/6/2022 20:00,4773,Customer_116,Home Office,India,Bangalore,TN,East,310,Technology,Storage,Product_A,113.56,6,0.47,79.9
ORD-100117,1/5/2022 21:00,1/6/2022 21:00,3343,Customer_117,Corporate,India,Delhi,MH,East,465,Furniture,Binders,Product_B,2633.29,6,0.35,309.07
ORD-100118,1/5/2022 22:00,1/6/2022 22:00,4796,Customer_118,Home Office,India,Delhi,DL,North,377,Office Supplies,Chairs,Product_D,4006.48,1,0.27,1779.53
ORD-100119,1/5/2022 23:00,1/6/2022 23:00,3767,Customer_119,Consumer,India,Delhi,MH,West,306,Furniture,Phones,Product_B,1416.16,4,0.09,266.5
ORD-100120,1/6/2022 0:00,1/7/2022 0:00,4820,Customer_120,Consumer,India,Chennai,MH,West,421,Office Supplies,Phones,Product_B,2251.32,1,0.07,442.58
ORD-100121,1/6/2022 1:00,1/7/2022 1:00,1337,Customer_121,Home Office,India,Chennai,KA,West,457,Office Supplies,Storage,Product_C,946.67,6,0.1,-44.49
ORD-100122,1/6/2022 2:00,1/7/2022 2:00,1878,Customer_122,Corporate,India,Delhi,TN,North,193,Office Supplies,Chairs,Product_D,1704.24,2,0.31,-307.07
ORD-100123,1/6/2022 3:00,1/7/2022 3:00,2076,Customer_123,Home Office,India,Mumbai,KA,North,298,Furniture,Storage,Product_B,3818.38,5,0.03,-230.03
ORD-100124,1/6/2022 4:00,1/7/2022 4:00,1791,Customer_124,Corporate,India,Mumbai,KA,South,450,Office Supplies,Storage,Product_B,2198.58,3,0.23,984.15
ORD-100125,1/6/2022 5:00,1/7/2022 5:00,4993,Customer_125,Corporate,India,Bangalore,TN,South,268,Technology,Chairs,Product_B,2291.63,6,0.23,-382.98
ORD-100126,1/6/2022 6:00,1/7/2022 6:00,3264,Customer_126,Home Office,India,Hyderabad,KA,South,396,Furniture,Storage,Product_C,3968.8,9,0.46,64.22
ORD-100127,1/6/2022 7:00,1/7/2022 7:00,1763,Customer_127,Corporate,India,Bangalore,TN,East,326,Office Supplies,Phones,Product_C,3838.57,3,0.18,483.78
ORD-100128,1/6/2022 8:00,1/7/2022 8:00,3235,Customer_128,Consumer,India,Delhi,DL,West,103,Office Supplies,Binders,Product_A,1017.05,9,0.45,-228.75
ORD-100129,1/6/2022 9:00,1/7/2022 9:00,1379,Customer_129,Home Office,India,Delhi,TN,North,197,Furniture,Phones,Product_C,2134.83,5,0.31,1370.77
ORD-100130,1/6/2022 10:00,1/7/2022 10:00,1492,Customer_130,Corporate,India,Delhi,TS,South,292,Technology,Binders,Product_C,4259.4,2,0.2,1928.68
ORD-100131,1/6/2022 11:00,1/7/2022 11:00,4112,Customer_131,Consumer,India,Hyderabad,TN,East,365,Technology,Binders,Product_D,2338.01,9,0.26,1737.44
ORD-100132,1/6/2022 12:00,1/7/2022 12:00,2180,Customer_132,Home Office,India,Chennai,TN,North,449,Office Supplies,Phones,Product_D,3342.64,3,0.05,1884.12
ORD-100133,1/6/2022 13:00,1/7/2022 13:00,3062,Customer_133,Consumer,India,Hyderabad,TS,East,323,Office Supplies,Storage,Product_B,1599.21,9,0.44,862.16
ORD-100134,1/6/2022 14:00,1/7/2022 14:00,4884,Customer_134,Consumer,India,Bangalore,TN,East,166,Technology,Chairs,Product_A,391.84,6,0.32,-129.84
ORD-100135,1/6/2022 15:00,1/7/2022 15:00,1064,Customer_135,Consumer,India,Chennai,MH,East,237,Office Supplies,Binders,Product_C,908.01,1,0.22,1167
ORD-100136,1/6/2022 16:00,1/7/2022 16:00,4928,Customer_136,Corporate,India,Chennai,KA,West,428,Technology,Chairs,Product_D,2068.43,1,0.39,-350.82
ORD-100137,1/6/2022 17:00,1/7/2022 17:00,4910,Customer_137,Home Office,India,Bangalore,KA,North,338,Technology,Chairs,Product_A,1831.99,3,0.2,690.32
ORD-100138,1/6/2022 18:00,1/7/2022 18:00,3568,Customer_138,Home Office,India,Chennai,DL,North,408,Technology,Binders,Product_D,4488.64,5,0.23,1473.28
ORD-100139,1/6/2022 19:00,1/7/2022 19:00,2367,Customer_139,Corporate,India,Mumbai,DL,East,103,Technology,Chairs,Product_B,2773.55,6,0.21,1637.3
ORD-100140,1/6/2022 20:00,1/7/2022 20:00,2152,Customer_140,Home Office,India,Bangalore,TS,West,423,Office Supplies,Chairs,Product_C,3173.06,5,0.5,238.42
ORD-100141,1/6/2022 21:00,1/7/2022 21:00,3027,Customer_141,Consumer,India,Bangalore,MH,East,468,Furniture,Storage,Product_B,3474.55,8,0.39,54.85
ORD-100142,1/6/2022 22:00,1/7/2022 22:00,3695,Customer_142,Home Office,India,Mumbai,DL,South,451,Furniture,Chairs,Product_B,2704.97,6,0.46,1223.67
ORD-100143,1/6/2022 23:00,1/7/2022 23:00,2495,Customer_143,Corporate,India,Hyderabad,KA,North,201,Technology,Phones,Product_D,3871.26,2,0.19,-153.08
ORD-100144,1/7/2022 0:00,1/8/2022 0:00,4134,Customer_144,Consumer,India,Hyderabad,DL,North,494,Office Supplies,Binders,Product_A,3937.19,5,0.25,1985.02
ORD-100145,1/7/2022 1:00,1/8/2022 1:00,2162,Customer_145,Corporate,India,Hyderabad,DL,West,143,Furniture,Storage,Product_C,1821.79,7,0.1,330.41
ORD-100146,1/7/2022 2:00,1/8/2022 2:00,2522,Customer_146,Consumer,India,Chennai,TN,North,218,Furniture,Phones,Product_A,515.45,2,0.01,1373.43
ORD-100147,1/7/2022 3:00,1/8/2022 3:00,3640,Customer_147,Consumer,India,Mumbai,DL,North,287,Technology,Chairs,Product_B,4933.14,5,0.1,1313.94
ORD-100148,1/7/2022 4:00,1/8/2022 4:00,1391,Customer_148,Home Office,India,Bangalore,TS,North,330,Technology,Chairs,Product_C,3248.84,5,0.46,275.47
ORD-100149,1/7/2022 5:00,1/8/2022 5:00,2698,Customer_149,Consumer,India,Bangalore,KA,West,289,Office Supplies,Phones,Product_B,3573.69,8,0.23,465.49
ORD-100150,1/7/2022 6:00,1/8/2022 6:00,1418,Customer_150,Corporate,India,Bangalore,TS,East,209,Furniture,Phones,Product_D,3807.81,9,0.07,1604.21
ORD-100151,1/7/2022 7:00,1/8/2022 7:00,3336,Customer_151,Home Office,India,Chennai,TS,North,401,Technology,Storage,Product_A,3103.52,3,0.23,69.88
ORD-100152,1/7/2022 8:00,1/8/2022 8:00,1378,Customer_152,Corporate,India,Chennai,MH,East,378,Technology,Chairs,Product_A,2407.42,4,0.4,-349.9
ORD-100153,1/7/2022 9:00,1/8/2022 9:00,2796,Customer_153,Consumer,India,Hyderabad,TN,West,205,Office Supplies,Chairs,Product_B,4924.88,9,0.25,-131.84
ORD-100154,1/7/2022 10:00,1/8/2022 10:00,4561,Customer_154,Corporate,India,Chennai,TS,East,264,Technology,Chairs,Product_A,3665.52,9,0.47,1210.2
ORD-100155,1/7/2022 11:00,1/8/2022 11:00,3278,Customer_155,Corporate,India,Hyderabad,MH,South,225,Technology,Phones,Product_A,4244.66,3,0.45,93.6
ORD-100156,1/7/2022 12:00,1/8/2022 12:00,4065,Customer_156,Consumer,India,Hyderabad,KA,North,445,Technology,Chairs,Product_B,2254.41,2,0.24,917.79
ORD-100157,1/7/2022 13:00,1/8/2022 13:00,3088,Customer_157,Home Office,India,Bangalore,KA,West,197,Technology,Binders,Product_C,4533.41,7,0.04,483.87
